Código;Nome;Fonte;Serviço;Periodicidade;Unidade;Base;Início;Fim;Descontinuação;item_fgv;Cod_Estagio;Estagio;Cod_grupo;Grupo;Cod_subgrupo;Subgrupo;Cod_item;Item ;Cod_subitem;Subitem;Cod_elementar;Elementar
1255232;ICC/RJ-EP-10 Pedreiro - Variação;Índices de Preço da Construção Civil;ICCRJ/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255235;ICC/RJ-EP-DI Pedreiro - Variação;Índices de Preço da Construção Civil;ICCRJ/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255238;ICC/RJ-EP-M Pedreiro - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255241;ICC/RJ-EP-M  1.o dec. - Pedreiro - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255244;ICC/RJ-EP-M  2.o dec. - Pedreiro - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255286;ICC/SP-EP-10 Pedreiro - Variação;Índices de Preço da Construção Civil;ICCSP/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255289;ICC/SP-EP-DI Pedreiro - Variação;Índices de Preço da Construção Civil;ICCSP/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255292;ICC/SP-EP-M Pedreiro - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255295;ICC/SP-EP-M  1.o dec. - Pedreiro - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255298;ICC/SP-EP-M  2.o dec. - Pedreiro - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255301;INCC-10 Pedreiro - Variação;Índices de Preço da Construção Civil;INCC-10;Mensal;PERCENT;;jun/96;abr/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255304;INCC-DI - Pedreiro - Variação;Índices de Preço da Construção Civil;INCC-DI;Mensal;PERCENT;;abr/86;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255307;INCC-M Pedreiro - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;jun/96;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255310;INCC-M  1.o dec. - Pedreiro - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;fev/98;abr/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255313;INCC-M  2.o dec. - Pedreiro - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;fev/98;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255316;INCC-EP-10 Pedreiro - Variação;Índices de Preço da Construção Civil;INCC/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255319;INCC-EP-DI Pedreiro - Variação;Índices de Preço da Construção Civil;INCC/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255322;INCC-EP-M Pedreiro - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255325;INCC-EP-M  1.o dec. - Pedreiro - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255328;INCC-EP-M  2.o dec. - Pedreiro - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
1255556;ICC/RJ-10 Pintor - Variação;Índices de Preço da Construção Civil;ICC/RJ-10;Mensal;PERCENT;;jun/96;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255559;ICC/RJ-DI Pintor - Variação;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;PERCENT;;jun/96;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255562;ICC/RJ-M Pintor - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;jun/96;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255565;ICC/RJ-M  1.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;fev/98;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255568;ICC/RJ-M  2.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;fev/98;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255616;ICC/SP-10 Pintor - Variação;Índices de Preço da Construção Civil;ICC/SP-10;Mensal;PERCENT;;jun/96;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255619;ICC/SP-DI Pintor - Variação;Índices de Preço da Construção Civil;ICC/SP-DI;Mensal;PERCENT;;jun/96;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255622;ICC/SP-M Pintor - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;jun/96;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255625;ICC/SP-M  1.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;fev/98;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255628;ICC/SP-M  2.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;fev/98;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255814;ICC/RJ-EP-10 Pintor - Variação;Índices de Preço da Construção Civil;ICCRJ/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255817;ICC/RJ-EP-DI Pintor - Variação;Índices de Preço da Construção Civil;ICCRJ/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255820;ICC/RJ-EP-M Pintor - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255823;ICC/RJ-EP-M  1.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255826;ICC/RJ-EP-M  2.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255868;ICC/SP-EP-10 Pintor - Variação;Índices de Preço da Construção Civil;ICCSP/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255871;ICC/SP-EP-DI Pintor - Variação;Índices de Preço da Construção Civil;ICCSP/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255874;ICC/SP-EP-M Pintor - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255877;ICC/SP-EP-M  1.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255880;ICC/SP-EP-M  2.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255883;INCC-10 Pintor - Variação;Índices de Preço da Construção Civil;INCC-10;Mensal;PERCENT;;jun/96;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255886;INCC-DI - Pintor - Variação;Índices de Preço da Construção Civil;INCC-DI;Mensal;PERCENT;;jan/90;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255889;INCC-M Pintor - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;jun/96;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255892;INCC-M  1.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;fev/98;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255895;INCC-M  2.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;fev/98;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255898;INCC-EP-10 Pintor - Variação;Índices de Preço da Construção Civil;INCC/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255901;INCC-EP-DI Pintor - Variação;Índices de Preço da Construção Civil;INCC/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255904;INCC-EP-M Pintor - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255907;INCC-EP-M  1.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1255910;INCC-EP-M  2.o dec. - Pintor - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1256138;ICC/RJ-10 Servente - Variação;Índices de Preço da Construção Civil;ICC/RJ-10;Mensal;PERCENT;;jun/96;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256141;ICC/RJ-DI Servente - Variação;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;PERCENT;;jun/96;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256144;ICC/RJ-M Servente - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;jun/96;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256147;ICC/RJ-M  1.o dec. - Servente - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;fev/98;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256150;ICC/RJ-M  2.o dec. - Servente - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;fev/98;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256198;ICC/SP-10 Servente - Variação;Índices de Preço da Construção Civil;ICC/SP-10;Mensal;PERCENT;;jun/96;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256201;ICC/SP-DI Servente - Variação;Índices de Preço da Construção Civil;ICC/SP-DI;Mensal;PERCENT;;jun/96;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256204;ICC/SP-M Servente - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;jun/96;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256207;ICC/SP-M  1.o dec. - Servente - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;fev/98;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256210;ICC/SP-M  2.o dec. - Servente - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;fev/98;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256396;ICC/RJ-EP-10 Servente - Variação;Índices de Preço da Construção Civil;ICCRJ/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256399;ICC/RJ-EP-DI Servente - Variação;Índices de Preço da Construção Civil;ICCRJ/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256402;ICC/RJ-EP-M Servente - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256405;ICC/RJ-EP-M  1.o dec. - Servente - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256408;ICC/RJ-EP-M  2.o dec. - Servente - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256450;ICC/SP-EP-10 Servente - Variação;Índices de Preço da Construção Civil;ICCSP/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256453;ICC/SP-EP-DI Servente - Variação;Índices de Preço da Construção Civil;ICCSP/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256456;ICC/SP-EP-M Servente - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256459;ICC/SP-EP-M  1.o dec. - Servente - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256462;ICC/SP-EP-M  2.o dec. - Servente - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256465;INCC-10 Servente - Variação;Índices de Preço da Construção Civil;INCC-10;Mensal;PERCENT;;jun/96;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256468;INCC-DI - Servente - Variação;Índices de Preço da Construção Civil;INCC-DI;Mensal;PERCENT;;abr/86;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256471;INCC-M Servente - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;jun/96;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256474;INCC-M  1.o dec. - Servente - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;fev/98;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256477;INCC-M  2.o dec. - Servente - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;fev/98;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256480;INCC-EP-10 Servente - Variação;Índices de Preço da Construção Civil;INCC/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256483;INCC-EP-DI Servente - Variação;Índices de Preço da Construção Civil;INCC/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256486;INCC-EP-M Servente - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256489;INCC-EP-M  1.o dec. - Servente - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256492;INCC-EP-M  2.o dec. - Servente - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
1256720;ICC/RJ-10 Vigia - Variação;Índices de Preço da Construção Civil;ICC/RJ-10;Mensal;PERCENT;;jun/96;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256723;ICC/RJ-DI Vigia - Variação;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;PERCENT;;jun/96;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256726;ICC/RJ-M Vigia - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;jun/96;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256729;ICC/RJ-M  1.o dec. - Vigia - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;fev/98;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256732;ICC/RJ-M  2.o dec. - Vigia - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;fev/98;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256780;ICC/SP-10 Vigia - Variação;Índices de Preço da Construção Civil;ICC/SP-10;Mensal;PERCENT;;jun/96;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256783;ICC/SP-DI Vigia - Variação;Índices de Preço da Construção Civil;ICC/SP-DI;Mensal;PERCENT;;jun/96;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256786;ICC/SP-M Vigia - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;jun/96;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256789;ICC/SP-M  1.o dec. - Vigia - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;fev/98;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256792;ICC/SP-M  2.o dec. - Vigia - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;fev/98;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256978;ICC/RJ-EP-10 Vigia - Variação;Índices de Preço da Construção Civil;ICCRJ/E-10;Mensal;PERCENT;;jan/97;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256981;ICC/RJ-EP-DI Vigia - Variação;Índices de Preço da Construção Civil;ICCRJ/E-DI;Mensal;PERCENT;;jan/97;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256984;ICC/RJ-EP-M Vigia - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;jan/97;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
1256987;ICC/RJ-EP-M  1.o dec. - Vigia - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;fev/09;NA;216;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110004;VIGIA - VARIAÇÃO
